source,target,Var1,Var2,r,p,edge,disease,edgeType,abs.r
Hydnochaete,Scopuloides,fungi_699,fungi_764,0.431650817,1.01E-07,fungi_699|fungi_764,preCOPD,ff,0.431650817
Hyphodermella,Scopuloides,fungi_769,fungi_764,0.416464258,3.09E-07,fungi_769|fungi_764,preCOPD,ff,0.416464258
Phlebia,Scopuloides,fungi_763,fungi_764,0.475131791,3.00E-09,fungi_763|fungi_764,preCOPD,ff,0.475131791
Polyporales,Scopuloides,fungi_720,fungi_764,0.44863397,2.71E-08,fungi_720|fungi_764,preCOPD,ff,0.44863397
Clitopilus,Serpula,fungi_580,fungi_664,0.405671752,6.61E-07,fungi_580|fungi_664,preCOPD,ff,0.405671752
Phanerochaetaceae,Serpula,fungi_776,fungi_664,0.464660192,7.32E-09,fungi_776|fungi_664,preCOPD,ff,0.464660192
Polyporales,Serpula,fungi_720,fungi_664,0.40079399,9.25E-07,fungi_720|fungi_664,preCOPD,ff,0.40079399
Irpex,Setophoma,fungi_752,fungi_145,0.460940288,9.98E-09,fungi_752|fungi_145,preCOPD,ff,0.460940288
Pestalotiopsis,Setophoma,fungi_532,fungi_145,0.579320681,6.44E-14,fungi_532|fungi_145,preCOPD,ff,0.579320681
Hypsizygus,Sistotremastrum,fungi_588,fungi_843,0.462490188,8.78E-09,fungi_588|fungi_843,preCOPD,ff,0.462490188
Devriesia,Skvortzovia,fungi_64,fungi_708,0.430525041,1.10E-07,fungi_64|fungi_708,preCOPD,ff,0.430525041
Mycoacia,Skvortzovia,fungi_762,fungi_708,0.444835782,3.66E-08,fungi_762|fungi_708,preCOPD,ff,0.444835782
Polyporales_2,Skvortzovia,fungi_808,fungi_708,0.474303129,3.22E-09,fungi_808|fungi_708,preCOPD,ff,0.474303129
Didymosphaeriaceae,Solicoccozyma,fungi_104,fungi_906,0.406777121,6.12E-07,fungi_104|fungi_906,preCOPD,ff,0.406777121
Gibberella,Solicoccozyma,fungi_422,fungi_906,0.577240728,8.30E-14,fungi_422|fungi_906,preCOPD,ff,0.577240728
Mortierella,Solicoccozyma,fungi_963,fungi_906,0.587012377,2.49E-14,fungi_963|fungi_906,preCOPD,ff,0.587012377
Rhizoctonia,Solicoccozyma,fungi_676,fungi_906,0.581518917,4.93E-14,fungi_676|fungi_906,preCOPD,ff,0.581518917
Septoria,Sordariomycetes,fungi_52,fungi_338,0.468600082,5.25E-09,fungi_52|fungi_338,preCOPD,ff,0.468600082
Cytospora,Sordariomycetes_2,fungi_362,fungi_555,0.475689654,2.86E-09,fungi_362|fungi_555,preCOPD,ff,0.475689654
Ophioceras,Sordariomycetes_2,fungi_458,fungi_555,0.548004411,2.42E-12,fungi_458|fungi_555,preCOPD,ff,0.548004411
Gyrodontium,Spegazzinia,fungi_660,fungi_113,0.400817871,9.23E-07,fungi_660|fungi_113,preCOPD,ff,0.400817871
Chaetomium,Spiromastix,fungi_488,fungi_240,0.505418266,1.90E-10,fungi_488|fungi_240,preCOPD,ff,0.505418266
Eutypella,Spiromastix,fungi_524,fungi_240,0.581518917,4.93E-14,fungi_524|fungi_240,preCOPD,ff,0.581518917
Sordariaceae,Spiromastix,fungi_506,fungi_240,0.409685075,5.00E-07,fungi_506|fungi_240,preCOPD,ff,0.409685075
Apiognomonia,Spissiomyces,fungi_358,fungi_182,0.699435042,0,fungi_358|fungi_182,preCOPD,ff,0.699435042
Epicoccum,Spissiomyces,fungi_97,fungi_182,0.427005404,1.43E-07,fungi_97|fungi_182,preCOPD,ff,0.427005404
Mycosphaerella,Spissiomyces,fungi_40,fungi_182,0.469485714,4.87E-09,fungi_40|fungi_182,preCOPD,ff,0.469485714
Blastobotrys,Stachybotrys,fungi_333,fungi_448,0.437780433,6.34E-08,fungi_333|fungi_448,preCOPD,ff,0.437780433
Agaricomycetes,Steccherinum,fungi_560,fungi_805,0.49225569,6.52E-10,fungi_560|fungi_805,preCOPD,ff,0.49225569
Agaricomycetes_2,Steccherinum,fungi_845,fungi_805,0.511515001,1.06E-10,fungi_845|fungi_805,preCOPD,ff,0.511515001
Ceriporia,Steccherinum,fungi_748,fungi_805,0.401551682,8.78E-07,fungi_748|fungi_805,preCOPD,ff,0.401551682
Duportella,Steccherinum,fungi_685,fungi_805,0.438499905,6.00E-08,fungi_685|fungi_805,preCOPD,ff,0.438499905
Fuscoporia,Steccherinum,fungi_698,fungi_805,0.402741618,8.09E-07,fungi_698|fungi_805,preCOPD,ff,0.402741618
Hydnochaete,Steccherinum,fungi_699,fungi_805,0.409226643,5.16E-07,fungi_699|fungi_805,preCOPD,ff,0.409226643
Hymenochaete,Steccherinum,fungi_700,fungi_805,0.402426032,8.27E-07,fungi_700|fungi_805,preCOPD,ff,0.402426032
Hyphodontia,Steccherinum,fungi_712,fungi_805,0.42732746,1.40E-07,fungi_712|fungi_805,preCOPD,ff,0.42732746
Junghuhnia,Steccherinum,fungi_803,fungi_805,0.443526918,4.06E-08,fungi_803|fungi_805,preCOPD,ff,0.443526918
Lyomyces,Steccherinum,fungi_713,fungi_805,0.442737813,4.32E-08,fungi_713|fungi_805,preCOPD,ff,0.442737813
Phanerochaetaceae,Steccherinum,fungi_776,fungi_805,0.413940936,3.70E-07,fungi_776|fungi_805,preCOPD,ff,0.413940936
Phanerochaete,Steccherinum,fungi_771,fungi_805,0.55930861,6.83E-13,fungi_771|fungi_805,preCOPD,ff,0.55930861
Phlebia,Steccherinum,fungi_763,fungi_805,0.49129685,7.12E-10,fungi_763|fungi_805,preCOPD,ff,0.49129685
Phlebiopsis,Steccherinum,fungi_772,fungi_805,0.445883981,3.37E-08,fungi_772|fungi_805,preCOPD,ff,0.445883981
Polyporales,Steccherinum,fungi_720,fungi_805,0.548651245,2.26E-12,fungi_720|fungi_805,preCOPD,ff,0.548651245
Psilocybe,Steccherinum,fungi_621,fungi_805,0.462741698,8.60E-09,fungi_621|fungi_805,preCOPD,ff,0.462741698
Schizoporaceae_2,Steccherinum,fungi_717,fungi_805,0.563430905,4.26E-13,fungi_717|fungi_805,preCOPD,ff,0.563430905
Apiognomonia,Strelitziana,fungi_358,fungi_197,0.415702789,3.26E-07,fungi_358|fungi_197,preCOPD,ff,0.415702789
Cryptococcus,Strelitziana,fungi_914,fungi_197,0.438731722,5.89E-08,fungi_914|fungi_197,preCOPD,ff,0.438731722
Passalora,Strelitziana,fungi_45,fungi_197,0.44868768,2.70E-08,fungi_45|fungi_197,preCOPD,ff,0.44868768
Lentinula,Strigula,fungi_597,fungi_180,0.487244149,1.03E-09,fungi_597|fungi_180,preCOPD,ff,0.487244149
Microascaceae,Strigula,fungi_475,fungi_180,0.505424901,1.90E-10,fungi_475|fungi_180,preCOPD,ff,0.505424901
Agaricomycetes,Subulicystidium,fungi_560,fungi_840,0.450524303,2.33E-08,fungi_560|fungi_840,preCOPD,ff,0.450524303
Bjerkandera,Subulicystidium,fungi_768,fungi_840,0.475525405,2.90E-09,fungi_768|fungi_840,preCOPD,ff,0.475525405
Hydnochaete,Subulicystidium,fungi_699,fungi_840,0.419973405,2.40E-07,fungi_699|fungi_840,preCOPD,ff,0.419973405
Hymenochaete,Subulicystidium,fungi_700,fungi_840,0.415663021,3.27E-07,fungi_700|fungi_840,preCOPD,ff,0.415663021
Peniophora,Subulicystidium,fungi_816,fungi_840,0.404318514,7.26E-07,fungi_816|fungi_840,preCOPD,ff,0.404318514
Phanerochaete,Subulicystidium,fungi_771,fungi_840,0.417096666,2.95E-07,fungi_771|fungi_840,preCOPD,ff,0.417096666
Phlebia,Subulicystidium,fungi_763,fungi_840,0.508265891,1.45E-10,fungi_763|fungi_840,preCOPD,ff,0.508265891
Polyporales,Subulicystidium,fungi_720,fungi_840,0.403850685,7.50E-07,fungi_720|fungi_840,preCOPD,ff,0.403850685
Psathyrella,Subulicystidium,fungi_612,fungi_840,0.430440512,1.11E-07,fungi_612|fungi_840,preCOPD,ff,0.430440512
Serpula,Subulicystidium,fungi_664,fungi_840,0.413132814,3.92E-07,fungi_664|fungi_840,preCOPD,ff,0.413132814
Steccherinum,Subulicystidium,fungi_805,fungi_840,0.418325469,2.70E-07,fungi_805|fungi_840,preCOPD,ff,0.418325469
Paraphaeosphaeria,Symbiotaphrina,fungi_111,fungi_556,0.42718077,1.41E-07,fungi_111|fungi_556,preCOPD,ff,0.42718077
Lophiostoma,Theleporus,fungi_123,fungi_798,0.5,3.18E-10,fungi_123|fungi_798,preCOPD,ff,0.5
Microascaceae,Thermomyces,fungi_475,fungi_227,0.483601651,1.43E-09,fungi_475|fungi_227,preCOPD,ff,0.483601651
Rasamsonia,Thermomyces,fungi_224,fungi_227,0.707088217,0,fungi_224|fungi_227,preCOPD,ff,0.707088217
Clitopilus,Tilletia,fungi_580,fungi_872,0.40157751,8.76E-07,fungi_580|fungi_872,preCOPD,ff,0.40157751
Dinemasporium,Tilletia,fungi_347,fungi_872,0.49451645,5.30E-10,fungi_347|fungi_872,preCOPD,ff,0.49451645
Heterochaete,Tilletia,fungi_649,fungi_872,0.449241684,2.58E-08,fungi_649|fungi_872,preCOPD,ff,0.449241684
Junghuhnia,Tilletia,fungi_803,fungi_872,0.434489683,8.15E-08,fungi_803|fungi_872,preCOPD,ff,0.434489683
Mycoacia,Tilletia,fungi_762,fungi_872,0.518338982,5.40E-11,fungi_762|fungi_872,preCOPD,ff,0.518338982
Psilocybe,Tilletia,fungi_621,fungi_872,0.436752507,6.86E-08,fungi_621|fungi_872,preCOPD,ff,0.436752507
Skvortzovia,Tilletia,fungi_708,fungi_872,0.420603263,2.29E-07,fungi_708|fungi_872,preCOPD,ff,0.420603263
Subulicystidium,Tilletia,fungi_840,fungi_872,0.49817969,3.77E-10,fungi_840|fungi_872,preCOPD,ff,0.49817969
Agaricomycetes,Tinctoporellus,fungi_560,fungi_795,0.530703086,1.54E-11,fungi_560|fungi_795,preCOPD,ff,0.530703086
Agaricomycetes_2,Tinctoporellus,fungi_845,fungi_795,0.423913069,1.80E-07,fungi_845|fungi_795,preCOPD,ff,0.423913069
Crustodontia,Tinctoporellus,fungi_758,fungi_795,0.413456124,3.83E-07,fungi_758|fungi_795,preCOPD,ff,0.413456124
Hydnochaete,Tinctoporellus,fungi_699,fungi_795,0.501526308,2.76E-10,fungi_699|fungi_795,preCOPD,ff,0.501526308
Peniophora,Tinctoporellus,fungi_816,fungi_795,0.419799022,2.43E-07,fungi_816|fungi_795,preCOPD,ff,0.419799022
Phanerochaete,Tinctoporellus,fungi_771,fungi_795,0.492352633,6.47E-10,fungi_771|fungi_795,preCOPD,ff,0.492352633
Phlebia,Tinctoporellus,fungi_763,fungi_795,0.526599151,2.34E-11,fungi_763|fungi_795,preCOPD,ff,0.526599151
Phlebiopsis,Tinctoporellus,fungi_772,fungi_795,0.452204307,2.04E-08,fungi_772|fungi_795,preCOPD,ff,0.452204307
Polyporales,Tinctoporellus,fungi_720,fungi_795,0.495270204,4.94E-10,fungi_720|fungi_795,preCOPD,ff,0.495270204
