source,target,Var1,Var2,r,p,edge,disease,edgeType,abs.r
Clitopilus,Gymnopus,fungi_580,fungi_596,0.352486229821201,4.44089209850063e-16,fungi_580|fungi_596,Health,ff,0.352486229821201
Exidia,Gymnopus,fungi_647,fungi_596,0.411928241089836,0,fungi_647|fungi_596,Health,ff,0.411928241089836
Fuscoporia,Gymnopus,fungi_698,fungi_596,0.354955287633305,4.44089209850063e-16,fungi_698|fungi_596,Health,ff,0.354955287633305
Blastobotrys,Halotthiaceae,fungi_333,fungi_116,0.415408744971759,0,fungi_333|fungi_116,Health,ff,0.415408744971759
Agaricomycetes,Hymenochaete,fungi_560,fungi_700,0.393675411826638,0,fungi_560|fungi_700,Health,ff,0.393675411826638
Agaricomycetes_2,Hymenochaete,fungi_845,fungi_700,0.39329628607552,0,fungi_845|fungi_700,Health,ff,0.39329628607552
Earliella,Hymenochaete,fungi_783,fungi_700,0.386698115667871,0,fungi_783|fungi_700,Health,ff,0.386698115667871
Fuscoporia,Hymenochaete,fungi_698,fungi_700,0.377864072729989,0,fungi_698|fungi_700,Health,ff,0.377864072729989
Grammothele,Hymenochaete,fungi_786,fungi_700,0.415440065432932,0,fungi_786|fungi_700,Health,ff,0.415440065432932
Gymnopus,Hymenochaete,fungi_596,fungi_700,0.439355646084299,0,fungi_596|fungi_700,Health,ff,0.439355646084299
Hydnochaete,Hymenochaete,fungi_699,fungi_700,0.420167743515995,0,fungi_699|fungi_700,Health,ff,0.420167743515995
Exidia,Hyphodermella,fungi_647,fungi_769,0.392341507091141,0,fungi_647|fungi_769,Health,ff,0.392341507091141
Fuscoporia,Hyphodermella,fungi_698,fungi_769,0.413033442650557,0,fungi_698|fungi_769,Health,ff,0.413033442650557
Gymnopus,Hyphodermella,fungi_596,fungi_769,0.366527743031536,0,fungi_596|fungi_769,Health,ff,0.366527743031536
Agaricomycetes,Hyphodontia,fungi_560,fungi_712,0.368193158997823,0,fungi_560|fungi_712,Health,ff,0.368193158997823
Gymnopus,Hyphodontia,fungi_596,fungi_712,0.37003396069351,0,fungi_596|fungi_712,Health,ff,0.37003396069351
Hymenochaete,Hyphodontia,fungi_700,fungi_712,0.36125132294635,0,fungi_700|fungi_712,Health,ff,0.36125132294635
Hyphoderma,Hyphodontia,fungi_746,fungi_712,0.364531572621077,0,fungi_746|fungi_712,Health,ff,0.364531572621077
Dacryobolus,Irpex,fungi_729,fungi_752,0.482287830195586,0,fungi_729|fungi_752,Health,ff,0.482287830195586
Fuscoporia,Lentinus,fungi_698,fungi_788,0.367091767652631,0,fungi_698|fungi_788,Health,ff,0.367091767652631
Agaricomycetes_2,Lyomyces,fungi_845,fungi_713,0.413493111211503,0,fungi_845|fungi_713,Health,ff,0.413493111211503
Hymenochaete,Lyomyces,fungi_700,fungi_713,0.35466674265872,4.44089209850063e-16,fungi_700|fungi_713,Health,ff,0.35466674265872
Hyphodontia,Lyomyces,fungi_712,fungi_713,0.384805906758345,0,fungi_712|fungi_713,Health,ff,0.384805906758345
Fuscoporia,Microporus,fungi_698,fungi_792,0.44598690862073,0,fungi_698|fungi_792,Health,ff,0.44598690862073
Hohenbuehelia,Microporus,fungi_605,fungi_792,0.429502970956928,0,fungi_605|fungi_792,Health,ff,0.429502970956928
Hyphodermella,Microporus,fungi_769,fungi_792,0.442029643235183,0,fungi_769|fungi_792,Health,ff,0.442029643235183
Hyphodontia,Microporus,fungi_712,fungi_792,0.393511089278998,0,fungi_712|fungi_792,Health,ff,0.393511089278998
Corynespora,Mortierella,fungi_90,fungi_963,0.367001566703696,0,fungi_90|fungi_963,Health,ff,0.367001566703696
Cryptococcus,Mortierella,fungi_914,fungi_963,0.438660652758169,0,fungi_914|fungi_963,Health,ff,0.438660652758169
Didymosphaeriaceae,Mortierella,fungi_104,fungi_963,0.392966749364145,0,fungi_104|fungi_963,Health,ff,0.392966749364145
Echria,Mortierella,fungi_503,fungi_963,0.367969037858967,0,fungi_503|fungi_963,Health,ff,0.367969037858967
Myrothecium,Ophioceras,fungi_444,fungi_458,0.378729473301347,0,fungi_444|fungi_458,Health,ff,0.378729473301347
Agaricomycetes,Peniophora,fungi_560,fungi_816,0.3869215043782,0,fungi_560|fungi_816,Health,ff,0.3869215043782
Agaricomycetes_2,Peniophora,fungi_845,fungi_816,0.428953307672916,0,fungi_845|fungi_816,Health,ff,0.428953307672916
Ceriporia,Peniophora,fungi_748,fungi_816,0.403626223391059,0,fungi_748|fungi_816,Health,ff,0.403626223391059
Grammothele,Peniophora,fungi_786,fungi_816,0.359009877247202,0,fungi_786|fungi_816,Health,ff,0.359009877247202
Hymenochaete,Peniophora,fungi_700,fungi_816,0.350740338891732,8.88178419700125e-16,fungi_700|fungi_816,Health,ff,0.350740338891732
Hyphodontia,Peniophora,fungi_712,fungi_816,0.398747811235755,0,fungi_712|fungi_816,Health,ff,0.398747811235755
Lyomyces,Peniophora,fungi_713,fungi_816,0.373389923846778,0,fungi_713|fungi_816,Health,ff,0.373389923846778
Hyphodontia,Peniophorella,fungi_712,fungi_706,0.404446854477903,0,fungi_712|fungi_706,Health,ff,0.404446854477903
Peniophora,Peniophorella,fungi_816,fungi_706,0.356159092582425,4.44089209850063e-16,fungi_816|fungi_706,Health,ff,0.356159092582425
Cerrena,Perenniporia,fungi_722,fungi_742,0.370836667019823,0,fungi_722|fungi_742,Health,ff,0.370836667019823
Agaricomycetes_2,Phanerochaetaceae,fungi_845,fungi_776,0.354045358065094,4.44089209850063e-16,fungi_845|fungi_776,Health,ff,0.354045358065094
Ceriporia,Phanerochaetaceae,fungi_748,fungi_776,0.370980997456133,0,fungi_748|fungi_776,Health,ff,0.370980997456133
Peniophora,Phanerochaetaceae,fungi_816,fungi_776,0.357820549999826,2.22044604925031e-16,fungi_816|fungi_776,Health,ff,0.357820549999826
Agaricomycetes,Phanerochaete,fungi_560,fungi_771,0.468260196114136,0,fungi_560|fungi_771,Health,ff,0.468260196114136
Agaricomycetes_2,Phanerochaete,fungi_845,fungi_771,0.397663583432281,0,fungi_845|fungi_771,Health,ff,0.397663583432281
Ceriporia,Phanerochaete,fungi_748,fungi_771,0.46480748659798,0,fungi_748|fungi_771,Health,ff,0.46480748659798
Grammothele,Phanerochaete,fungi_786,fungi_771,0.422604393303849,0,fungi_786|fungi_771,Health,ff,0.422604393303849
Gymnopus,Phanerochaete,fungi_596,fungi_771,0.354190013647335,4.44089209850063e-16,fungi_596|fungi_771,Health,ff,0.354190013647335
Hymenochaete,Phanerochaete,fungi_700,fungi_771,0.377307335774462,0,fungi_700|fungi_771,Health,ff,0.377307335774462
Hyphodontia,Phanerochaete,fungi_712,fungi_771,0.380050328275827,0,fungi_712|fungi_771,Health,ff,0.380050328275827
Lyomyces,Phanerochaete,fungi_713,fungi_771,0.398351765072866,0,fungi_713|fungi_771,Health,ff,0.398351765072866
Peniophora,Phanerochaete,fungi_816,fungi_771,0.482780389904883,0,fungi_816|fungi_771,Health,ff,0.482780389904883
Peniophorella,Phanerochaete,fungi_706,fungi_771,0.355646097480791,4.44089209850063e-16,fungi_706|fungi_771,Health,ff,0.355646097480791
Phanerochaetaceae,Phanerochaete,fungi_776,fungi_771,0.354302933230056,4.44089209850063e-16,fungi_776|fungi_771,Health,ff,0.354302933230056
Apiotrichum,Phialemoniopsis,fungi_926,fungi_551,0.418624534235988,0,fungi_926|fungi_551,Health,ff,0.418624534235988
Aureobasidium,Phialemoniopsis,fungi_73,fungi_551,0.601206607444787,0,fungi_73|fungi_551,Health,ff,0.601206607444787
Candida,Phialemoniopsis,fungi_330,fungi_551,0.584770671831228,0,fungi_330|fungi_551,Health,ff,0.584770671831228
Chytridiomycota,Phialemoniopsis,fungi_956,fungi_551,0.427922253594682,0,fungi_956|fungi_551,Health,ff,0.427922253594682
Agaricomycetes,Phlebia,fungi_560,fungi_763,0.434458127059706,0,fungi_560|fungi_763,Health,ff,0.434458127059706
Ceriporia,Phlebia,fungi_748,fungi_763,0.465096875804427,0,fungi_748|fungi_763,Health,ff,0.465096875804427
Cerrena,Phlebia,fungi_722,fungi_763,0.435682318617757,0,fungi_722|fungi_763,Health,ff,0.435682318617757
Earliella,Phlebia,fungi_783,fungi_763,0.370204586693883,0,fungi_783|fungi_763,Health,ff,0.370204586693883
Grammothele,Phlebia,fungi_786,fungi_763,0.398182672306021,0,fungi_786|fungi_763,Health,ff,0.398182672306021
Hydnochaete,Phlebia,fungi_699,fungi_763,0.353603135477973,4.44089209850063e-16,fungi_699|fungi_763,Health,ff,0.353603135477973
Hymenochaete,Phlebia,fungi_700,fungi_763,0.370300949562233,0,fungi_700|fungi_763,Health,ff,0.370300949562233
Peniophora,Phlebia,fungi_816,fungi_763,0.377153337245028,0,fungi_816|fungi_763,Health,ff,0.377153337245028
Phanerochaete,Phlebia,fungi_771,fungi_763,0.544897921475808,0,fungi_771|fungi_763,Health,ff,0.544897921475808
Agaricomycetes,Phlebiopsis,fungi_560,fungi_772,0.420037410040987,0,fungi_560|fungi_772,Health,ff,0.420037410040987
Agaricomycetes_2,Phlebiopsis,fungi_845,fungi_772,0.424127727300896,0,fungi_845|fungi_772,Health,ff,0.424127727300896
Ceriporia,Phlebiopsis,fungi_748,fungi_772,0.412944560203648,0,fungi_748|fungi_772,Health,ff,0.412944560203648
Grammothele,Phlebiopsis,fungi_786,fungi_772,0.417248183678612,0,fungi_786|fungi_772,Health,ff,0.417248183678612
Gymnopus,Phlebiopsis,fungi_596,fungi_772,0.363029092003008,0,fungi_596|fungi_772,Health,ff,0.363029092003008
Hymenochaete,Phlebiopsis,fungi_700,fungi_772,0.410634469272439,0,fungi_700|fungi_772,Health,ff,0.410634469272439
Lentinus,Phlebiopsis,fungi_788,fungi_772,0.350639421712191,8.88178419700125e-16,fungi_788|fungi_772,Health,ff,0.350639421712191
Peniophora,Phlebiopsis,fungi_816,fungi_772,0.44428500152989,0,fungi_816|fungi_772,Health,ff,0.44428500152989
Peniophorella,Phlebiopsis,fungi_706,fungi_772,0.427633861181041,0,fungi_706|fungi_772,Health,ff,0.427633861181041
Phanerochaetaceae,Phlebiopsis,fungi_776,fungi_772,0.376312721598186,0,fungi_776|fungi_772,Health,ff,0.376312721598186
Phanerochaete,Phlebiopsis,fungi_771,fungi_772,0.481820680066402,0,fungi_771|fungi_772,Health,ff,0.481820680066402
Phlebia,Phlebiopsis,fungi_763,fungi_772,0.465580619652227,0,fungi_763|fungi_772,Health,ff,0.465580619652227
Agaricomycetes,Polyporales,fungi_560,fungi_720,0.446348078267998,0,fungi_560|fungi_720,Health,ff,0.446348078267998
Agaricomycetes_2,Polyporales,fungi_845,fungi_720,0.39167976780229,0,fungi_845|fungi_720,Health,ff,0.39167976780229
Ceriporia,Polyporales,fungi_748,fungi_720,0.425640029646354,0,fungi_748|fungi_720,Health,ff,0.425640029646354
Cerrena,Polyporales,fungi_722,fungi_720,0.380630348596046,0,fungi_722|fungi_720,Health,ff,0.380630348596046
Earliella,Polyporales,fungi_783,fungi_720,0.364967645816649,0,fungi_783|fungi_720,Health,ff,0.364967645816649
Grammothele,Polyporales,fungi_786,fungi_720,0.397179422737694,0,fungi_786|fungi_720,Health,ff,0.397179422737694
Hymenochaete,Polyporales,fungi_700,fungi_720,0.427537754545298,0,fungi_700|fungi_720,Health,ff,0.427537754545298
Hyphodontia,Polyporales,fungi_712,fungi_720,0.377265223958566,0,fungi_712|fungi_720,Health,ff,0.377265223958566
Lyomyces,Polyporales,fungi_713,fungi_720,0.416759575629964,0,fungi_713|fungi_720,Health,ff,0.416759575629964
Peniophora,Polyporales,fungi_816,fungi_720,0.421715649199647,0,fungi_816|fungi_720,Health,ff,0.421715649199647
Peniophorella,Polyporales,fungi_706,fungi_720,0.376430373754252,0,fungi_706|fungi_720,Health,ff,0.376430373754252
Perenniporia,Polyporales,fungi_742,fungi_720,0.378091619060265,0,fungi_742|fungi_720,Health,ff,0.378091619060265
Phanerochaete,Polyporales,fungi_771,fungi_720,0.526242200840147,0,fungi_771|fungi_720,Health,ff,0.526242200840147
Phlebia,Polyporales,fungi_763,fungi_720,0.496030378857516,0,fungi_763|fungi_720,Health,ff,0.496030378857516
Phlebiopsis,Polyporales,fungi_772,fungi_720,0.484919139810001,0,fungi_772|fungi_720,Health,ff,0.484919139810001
Agaricomycetes,Polyporales_2,fungi_560,fungi_808,0.374838415995138,0,fungi_560|fungi_808,Health,ff,0.374838415995138
Agaricomycetes_2,Polyporales_2,fungi_845,fungi_808,0.446694242552897,0,fungi_845|fungi_808,Health,ff,0.446694242552897
Ceriporia,Polyporales_2,fungi_748,fungi_808,0.370656514345379,0,fungi_748|fungi_808,Health,ff,0.370656514345379
Coprinellus,Polyporales_2,fungi_609,fungi_808,0.360656590654832,0,fungi_609|fungi_808,Health,ff,0.360656590654832
Gymnopus,Polyporales_2,fungi_596,fungi_808,0.353001861550021,4.44089209850063e-16,fungi_596|fungi_808,Health,ff,0.353001861550021
Hymenochaete,Polyporales_2,fungi_700,fungi_808,0.379206762559294,0,fungi_700|fungi_808,Health,ff,0.379206762559294
Hyphodontia,Polyporales_2,fungi_712,fungi_808,0.472177100768357,0,fungi_712|fungi_808,Health,ff,0.472177100768357
Lentinus,Polyporales_2,fungi_788,fungi_808,0.385514555822434,0,fungi_788|fungi_808,Health,ff,0.385514555822434
Lyomyces,Polyporales_2,fungi_713,fungi_808,0.368427798428107,0,fungi_713|fungi_808,Health,ff,0.368427798428107
Peniophora,Polyporales_2,fungi_816,fungi_808,0.403230484340255,0,fungi_816|fungi_808,Health,ff,0.403230484340255
Peniophorella,Polyporales_2,fungi_706,fungi_808,0.384215805710354,0,fungi_706|fungi_808,Health,ff,0.384215805710354
Phanerochaetaceae,Polyporales_2,fungi_776,fungi_808,0.407328679853442,0,fungi_776|fungi_808,Health,ff,0.407328679853442
Phanerochaete,Polyporales_2,fungi_771,fungi_808,0.370415883395411,0,fungi_771|fungi_808,Health,ff,0.370415883395411
Phlebiopsis,Polyporales_2,fungi_772,fungi_808,0.388851165401383,0,fungi_772|fungi_808,Health,ff,0.388851165401383
Polyporaceae,Polyporales_2,fungi_780,fungi_808,0.356156416830532,4.44089209850063e-16,fungi_780|fungi_808,Health,ff,0.356156416830532
Polyporales,Polyporales_2,fungi_720,fungi_808,0.435731474652081,0,fungi_720|fungi_808,Health,ff,0.435731474652081
Ceriporia,Psathyrella,fungi_748,fungi_612,0.35552143964186,4.44089209850063e-16,fungi_748|fungi_612,Health,ff,0.35552143964186
Exidia,Psathyrella,fungi_647,fungi_612,0.365529316622757,0,fungi_647|fungi_612,Health,ff,0.365529316622757
Phanerochaete,Psathyrella,fungi_771,fungi_612,0.382387584081535,0,fungi_771|fungi_612,Health,ff,0.382387584081535
Ceriporia,Pseudolagarobasidium,fungi_748,fungi_723,0.356438954526932,2.22044604925031e-16,fungi_748|fungi_723,Health,ff,0.356438954526932
Gymnopus,Pseudolagarobasidium,fungi_596,fungi_723,0.391254742734568,0,fungi_596|fungi_723,Health,ff,0.391254742734568
Agaricomycetes_2,Psilocybe,fungi_845,fungi_621,0.383944163311283,0,fungi_845|fungi_621,Health,ff,0.383944163311283
Gymnopus,Psilocybe,fungi_596,fungi_621,0.420473604943623,0,fungi_596|fungi_621,Health,ff,0.420473604943623
Lentinus,Psilocybe,fungi_788,fungi_621,0.370523057863284,0,fungi_788|fungi_621,Health,ff,0.370523057863284
Phanerochaetaceae,Psilocybe,fungi_776,fungi_621,0.354312633151762,4.44089209850063e-16,fungi_776|fungi_621,Health,ff,0.354312633151762
Polyporales_2,Psilocybe,fungi_808,fungi_621,0.382649382587171,0,fungi_808|fungi_621,Health,ff,0.382649382587171
Beauveria,Purpureocillium,fungi_393,fungi_435,0.359105023780534,0,fungi_393|fungi_435,Health,ff,0.359105023780534
Aureobasidium,Saccharomycetales_2,fungi_73,fungi_307,0.389087070119949,0,fungi_73|fungi_307,Health,ff,0.389087070119949
Candida,Saccharomycetales_2,fungi_330,fungi_307,0.425171277186727,0,fungi_330|fungi_307,Health,ff,0.425171277186727
Phialemoniopsis,Saccharomycetales_2,fungi_551,fungi_307,0.443506491066353,0,fungi_551|fungi_307,Health,ff,0.443506491066353
Agaricomycetes,Schizophyllum,fungi_560,fungi_616,0.398392544330969,0,fungi_560|fungi_616,Health,ff,0.398392544330969
Ceriporia,Schizophyllum,fungi_748,fungi_616,0.376087545694449,0,fungi_748|fungi_616,Health,ff,0.376087545694449
Lyomyces,Schizophyllum,fungi_713,fungi_616,0.37480757729232,0,fungi_713|fungi_616,Health,ff,0.37480757729232
Peniophora,Schizophyllum,fungi_816,fungi_616,0.426511443546995,0,fungi_816|fungi_616,Health,ff,0.426511443546995
Phanerochaetaceae,Schizophyllum,fungi_776,fungi_616,0.351879410226621,6.66133814775094e-16,fungi_776|fungi_616,Health,ff,0.351879410226621
Phanerochaete,Schizophyllum,fungi_771,fungi_616,0.426472061192641,0,fungi_771|fungi_616,Health,ff,0.426472061192641
Phlebia,Schizophyllum,fungi_763,fungi_616,0.371678195458627,0,fungi_763|fungi_616,Health,ff,0.371678195458627
Phlebiopsis,Schizophyllum,fungi_772,fungi_616,0.366820622786749,0,fungi_772|fungi_616,Health,ff,0.366820622786749
Polyporales_2,Schizophyllum,fungi_808,fungi_616,0.350213232094327,8.88178419700125e-16,fungi_808|fungi_616,Health,ff,0.350213232094327
Agaricomycetes_2,Schizoporaceae,fungi_845,fungi_711,0.450646172519903,0,fungi_845|fungi_711,Health,ff,0.450646172519903
Hydnochaete,Schizoporaceae,fungi_699,fungi_711,0.36753019758722,0,fungi_699|fungi_711,Health,ff,0.36753019758722
Hymenochaete,Schizoporaceae,fungi_700,fungi_711,0.402371094070323,0,fungi_700|fungi_711,Health,ff,0.402371094070323
Hyphodontia,Schizoporaceae,fungi_712,fungi_711,0.415764069215462,0,fungi_712|fungi_711,Health,ff,0.415764069215462
Lyomyces,Schizoporaceae,fungi_713,fungi_711,0.443163085367021,0,fungi_713|fungi_711,Health,ff,0.443163085367021
Microporus,Schizoporaceae,fungi_792,fungi_711,0.357795872511148,2.22044604925031e-16,fungi_792|fungi_711,Health,ff,0.357795872511148
Phanerochaetaceae,Schizoporaceae,fungi_776,fungi_711,0.366294314600063,0,fungi_776|fungi_711,Health,ff,0.366294314600063
Phanerochaete,Schizoporaceae,fungi_771,fungi_711,0.359203967311334,0,fungi_771|fungi_711,Health,ff,0.359203967311334
Phlebia,Schizoporaceae,fungi_763,fungi_711,0.355542441527923,4.44089209850063e-16,fungi_763|fungi_711,Health,ff,0.355542441527923
Phlebiopsis,Schizoporaceae,fungi_772,fungi_711,0.403399137045094,0,fungi_772|fungi_711,Health,ff,0.403399137045094
Polyporales_2,Schizoporaceae,fungi_808,fungi_711,0.426466990688287,0,fungi_808|fungi_711,Health,ff,0.426466990688287
Agaricomycetes,Schizoporaceae_2,fungi_560,fungi_717,0.400794439800354,0,fungi_560|fungi_717,Health,ff,0.400794439800354
Agaricomycetes_2,Schizoporaceae_2,fungi_845,fungi_717,0.355785321981446,4.44089209850063e-16,fungi_845|fungi_717,Health,ff,0.355785321981446
Ceriporia,Schizoporaceae_2,fungi_748,fungi_717,0.377335448063983,0,fungi_748|fungi_717,Health,ff,0.377335448063983
Grammothele,Schizoporaceae_2,fungi_786,fungi_717,0.369641666148568,0,fungi_786|fungi_717,Health,ff,0.369641666148568
Gymnopus,Schizoporaceae_2,fungi_596,fungi_717,0.401983030076788,0,fungi_596|fungi_717,Health,ff,0.401983030076788
Hymenochaete,Schizoporaceae_2,fungi_700,fungi_717,0.416080346166093,0,fungi_700|fungi_717,Health,ff,0.416080346166093
Hyphodontia,Schizoporaceae_2,fungi_712,fungi_717,0.386787417559404,0,fungi_712|fungi_717,Health,ff,0.386787417559404
Lentinus,Schizoporaceae_2,fungi_788,fungi_717,0.364769719151664,0,fungi_788|fungi_717,Health,ff,0.364769719151664
Peniophora,Schizoporaceae_2,fungi_816,fungi_717,0.429894176966442,0,fungi_816|fungi_717,Health,ff,0.429894176966442
Phanerochaete,Schizoporaceae_2,fungi_771,fungi_717,0.432084027465634,0,fungi_771|fungi_717,Health,ff,0.432084027465634
Phlebia,Schizoporaceae_2,fungi_763,fungi_717,0.387970589810011,0,fungi_763|fungi_717,Health,ff,0.387970589810011
Phlebiopsis,Schizoporaceae_2,fungi_772,fungi_717,0.50879284273249,0,fungi_772|fungi_717,Health,ff,0.50879284273249
Polyporales,Schizoporaceae_2,fungi_720,fungi_717,0.44234273505019,0,fungi_720|fungi_717,Health,ff,0.44234273505019
Phlebia,Scopuloides,fungi_763,fungi_764,0.353124654880834,4.44089209850063e-16,fungi_763|fungi_764,Health,ff,0.353124654880834
Cladosporium,Septoria,fungi_23,fungi_52,0.451093746421296,0,fungi_23|fungi_52,Health,ff,0.451093746421296
Grammothele,Skeletocutis,fungi_786,fungi_737,0.374148791208955,0,fungi_786|fungi_737,Health,ff,0.374148791208955
Echria,Solicoccozyma,fungi_503,fungi_906,0.392661817901756,0,fungi_503|fungi_906,Health,ff,0.392661817901756
Mortierella,Solicoccozyma,fungi_963,fungi_906,0.470726523056329,0,fungi_963|fungi_906,Health,ff,0.470726523056329
Echria,Sordariales,fungi_503,fungi_483,0.366030922408869,0,fungi_503|fungi_483,Health,ff,0.366030922408869
Humicola,Sordariales,fungi_492,fungi_483,0.439539811720023,0,fungi_492|fungi_483,Health,ff,0.439539811720023
Agaricomycetes,Steccherinum,fungi_560,fungi_805,0.484077539823898,0,fungi_560|fungi_805,Health,ff,0.484077539823898
Agaricomycetes_2,Steccherinum,fungi_845,fungi_805,0.406687584394721,0,fungi_845|fungi_805,Health,ff,0.406687584394721
Ceriporia,Steccherinum,fungi_748,fungi_805,0.375673184290688,0,fungi_748|fungi_805,Health,ff,0.375673184290688
Grammothele,Steccherinum,fungi_786,fungi_805,0.403408311368407,0,fungi_786|fungi_805,Health,ff,0.403408311368407
Hymenochaete,Steccherinum,fungi_700,fungi_805,0.437759502886113,0,fungi_700|fungi_805,Health,ff,0.437759502886113
Peniophora,Steccherinum,fungi_816,fungi_805,0.428115649961833,0,fungi_816|fungi_805,Health,ff,0.428115649961833
Perenniporia,Steccherinum,fungi_742,fungi_805,0.398480951084729,0,fungi_742|fungi_805,Health,ff,0.398480951084729
Phanerochaetaceae,Steccherinum,fungi_776,fungi_805,0.403163432402837,0,fungi_776|fungi_805,Health,ff,0.403163432402837
Phanerochaete,Steccherinum,fungi_771,fungi_805,0.443538683687231,0,fungi_771|fungi_805,Health,ff,0.443538683687231
Phlebia,Steccherinum,fungi_763,fungi_805,0.448589827642489,0,fungi_763|fungi_805,Health,ff,0.448589827642489
Phlebiopsis,Steccherinum,fungi_772,fungi_805,0.387836999457922,0,fungi_772|fungi_805,Health,ff,0.387836999457922
Polyporales,Steccherinum,fungi_720,fungi_805,0.451107172915929,0,fungi_720|fungi_805,Health,ff,0.451107172915929
Polyporales_2,Steccherinum,fungi_808,fungi_805,0.427144589976147,0,fungi_808|fungi_805,Health,ff,0.427144589976147
Schizophyllum,Steccherinum,fungi_616,fungi_805,0.379305497107552,0,fungi_616|fungi_805,Health,ff,0.379305497107552
Schizoporaceae,Steccherinum,fungi_711,fungi_805,0.363727547183044,0,fungi_711|fungi_805,Health,ff,0.363727547183044
Serpula,Steccherinum,fungi_664,fungi_805,0.391867242354274,0,fungi_664|fungi_805,Health,ff,0.391867242354274
Agaricales,Subulicystidium,fungi_561,fungi_840,0.379940530576702,0,fungi_561|fungi_840,Health,ff,0.379940530576702
Grammothele,Subulicystidium,fungi_786,fungi_840,0.355428909367316,4.44089209850063e-16,fungi_786|fungi_840,Health,ff,0.355428909367316
Gymnopus,Subulicystidium,fungi_596,fungi_840,0.41328359415909,0,fungi_596|fungi_840,Health,ff,0.41328359415909
Lentinus,Subulicystidium,fungi_788,fungi_840,0.389578510592043,0,fungi_788|fungi_840,Health,ff,0.389578510592043
Microporus,Subulicystidium,fungi_792,fungi_840,0.368065204885187,0,fungi_792|fungi_840,Health,ff,0.368065204885187
Peniophorella,Subulicystidium,fungi_706,fungi_840,0.352706790089008,4.44089209850063e-16,fungi_706|fungi_840,Health,ff,0.352706790089008
Polyporaceae_2,Subulicystidium,fungi_797,fungi_840,0.380578151667323,0,fungi_797|fungi_840,Health,ff,0.380578151667323
Polyporales_2,Subulicystidium,fungi_808,fungi_840,0.395885129843068,0,fungi_808|fungi_840,Health,ff,0.395885129843068
Sistotremastrum,Subulicystidium,fungi_843,fungi_840,0.369542581226505,0,fungi_843|fungi_840,Health,ff,0.369542581226505
Hortaea,Theleporus,fungi_75,fungi_798,0.360291611960617,0,fungi_75|fungi_798,Health,ff,0.360291611960617
Agaricomycetes,Tinctoporellus,fungi_560,fungi_795,0.470672605751419,0,fungi_560|fungi_795,Health,ff,0.470672605751419
Agaricomycetes_2,Tinctoporellus,fungi_845,fungi_795,0.37053533070175,0,fungi_845|fungi_795,Health,ff,0.37053533070175
Grammothele,Tinctoporellus,fungi_786,fungi_795,0.350997648005809,8.88178419700125e-16,fungi_786|fungi_795,Health,ff,0.350997648005809
Hymenochaete,Tinctoporellus,fungi_700,fungi_795,0.353844741519941,4.44089209850063e-16,fungi_700|fungi_795,Health,ff,0.353844741519941
Peniophora,Tinctoporellus,fungi_816,fungi_795,0.372775600006538,0,fungi_816|fungi_795,Health,ff,0.372775600006538
Phanerochaete,Tinctoporellus,fungi_771,fungi_795,0.438072112067383,0,fungi_771|fungi_795,Health,ff,0.438072112067383
Phlebia,Tinctoporellus,fungi_763,fungi_795,0.439612420332263,0,fungi_763|fungi_795,Health,ff,0.439612420332263
Phlebiopsis,Tinctoporellus,fungi_772,fungi_795,0.39476856548437,0,fungi_772|fungi_795,Health,ff,0.39476856548437
Polyporales,Tinctoporellus,fungi_720,fungi_795,0.428388496817603,0,fungi_720|fungi_795,Health,ff,0.428388496817603
Steccherinum,Tinctoporellus,fungi_805,fungi_795,0.416702938686669,0,fungi_805|fungi_795,Health,ff,0.416702938686669
Agaricomycetes,Trametes,fungi_560,fungi_796,0.420260208605484,0,fungi_560|fungi_796,Health,ff,0.420260208605484
Agaricomycetes_2,Trametes,fungi_845,fungi_796,0.415478257683755,0,fungi_845|fungi_796,Health,ff,0.415478257683755
Ceriporia,Trametes,fungi_748,fungi_796,0.361679524090884,0,fungi_748|fungi_796,Health,ff,0.361679524090884
Grammothele,Trametes,fungi_786,fungi_796,0.392092793043491,0,fungi_786|fungi_796,Health,ff,0.392092793043491
Hyphodontia,Trametes,fungi_712,fungi_796,0.405916549833304,0,fungi_712|fungi_796,Health,ff,0.405916549833304
Peniophora,Trametes,fungi_816,fungi_796,0.453467830931874,0,fungi_816|fungi_796,Health,ff,0.453467830931874
Phanerochaetaceae,Trametes,fungi_776,fungi_796,0.354585540852175,4.44089209850063e-16,fungi_776|fungi_796,Health,ff,0.354585540852175
Phanerochaete,Trametes,fungi_771,fungi_796,0.522564075067198,0,fungi_771|fungi_796,Health,ff,0.522564075067198
Phlebia,Trametes,fungi_763,fungi_796,0.506740553736115,0,fungi_763|fungi_796,Health,ff,0.506740553736115
Phlebiopsis,Trametes,fungi_772,fungi_796,0.37809718085898,0,fungi_772|fungi_796,Health,ff,0.37809718085898
Polyporales,Trametes,fungi_720,fungi_796,0.457219991788562,0,fungi_720|fungi_796,Health,ff,0.457219991788562
Polyporales_2,Trametes,fungi_808,fungi_796,0.370307566147418,0,fungi_808|fungi_796,Health,ff,0.370307566147418
Pseudolagarobasidium,Trametes,fungi_723,fungi_796,0.365345544520165,0,fungi_723|fungi_796,Health,ff,0.365345544520165
Schizophyllum,Trametes,fungi_616,fungi_796,0.405232225558426,0,fungi_616|fungi_796,Health,ff,0.405232225558426
