SampleID	S1209	S1250	S1295	S1210	S1360	S1395	S1183	S1425	S1185	S1294	S1304	S1221	S1332	S1399	S1335	S1181	S1180	S1233	S1380	S1217	S1344	S1416	S1225	S1381	S1356	S1336	S1329	S1428	S1417	S1251	S1232	S1370	S1424	S1421	S1422	S1413	S1281	S1280	S1317	S1410	S1415	S1310	S1315	S1320	S1414	S1278	S1419	S1423	S1292	S1378	S1273	S1334	S1248	S1264	S1255	S1285	S1283	S1387	S1404	S1340	S1275	S1402	S1240	S1330	S1222	S1214	S1384	S1383	S1331	S999	S1007	S991	S990	S1043	S1074	S1026	S1052	S1034	S1016	S1053	S1085	S1120	S1139	S1122	S1151	S1131	S1096	S1127	S1092	S1152	S1123	S1107	S1134	S1124	S1089	S1115	S1083	S1005	S1006	S1015	S1001	S1106	S1088	S1039	S1057	S1013	S1445	S1430	S1446	S1436	S1450	S1454	S1449	S1435	S1462	S1469	S1453	S1455	S1495	S1512	S1515	S1533	S1520	S1511	S1501	S1502	S1493	S1494	S1534	S1492	S1499	S1531	S1470	S1476	S1475	S1487	S1567	S1566	S1474	S1583	S718	S713	S706	S704	S703	S717	S710	S690	S681	S676
VF0463	0	0	0	0	0	1.016059966	0	0	0	0	0	0	0	0	0	0.331210888	0	0	0	0	1.109071356	0	0	0	0	0.398205431	0	0	0	0	0	1.477604117	0	0	0	0	0	0.435533764	0	0	0	0	0.349919048	0	0.666387584	0	0	0	0.385044739	0.639543605	0	0	0	0	0	1.006584563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264808496	0	0	0	0	0	0	0	0.705642202	0.57327792	0	0	0	0	0	2.022366156	0.967658942	0	0	0	0	0	0	2.205104243	0	0	0	1.00448775	0.268539408	0	0	0	1.564624467	0	0	2.990612467	0	0	0	0.657615814	0.874325257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.773281364	0	0	2.011003568	0	1.16506276	0	0	0	0.352452545	1.954231049	0	0	2.25066533	0	0	0	0	2.602767002	0	0.061873222	0	0	0.6856946	0
VF1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1237	0	2.760621172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548748236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.978665143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272812825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.360885284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497933645	0	0	0	0.792388978	0	0	0	0.505282028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779786703	0	0	0	0	0.046849176	0	0	0.259597172	0
VF0336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0368	0	0	0	0	0	0	0	0.393372791	0.290701841	0.715176855	0	0	0	0	0	0.219671029	0.749531721	0.744363187	0	0.720996825	0	0.927316102	0	0	0	0	0.498524673	0	0	0	1.053421934	0.735000333	0	0	0.501339484	0	0	0	0.451831165	2.463793404	0	3.291410398	0.348118436	0	0	0	0	0	3.447570391	0	0	0.691578113	0	0	0	2.002809765	0	0	0	0	0	0.604481515	0	0	0	1.432578096	0	0	0	0.526291751	0	0	0	0.439407956	0	0	0	0	0.351005555	3.136803714	0	1.914391987	0	0.919282795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.602945348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452085932	0	0	0	0	0.808657406	0	0	0	1.46017852	0.883872455	0	0	0	0	0.667107654	0.579533791	0	0	1.31396615	0	0	0.802120199	0	0	0.968076961	0	0	0	0	0	0	0	0	0	0.77950119
VF1054	1.757477426	0	0	0	0	0	1.935872811	0.383505581	0.281995297	0	1.777933997	2.818183603	1.65557561	0	0	1.605349155	1.006859431	3.176992056	0.746031169	2.374351233	1.482169094	1.245680385	0	2.026599105	0.70379824	0	3.864179657	5.154636999	2.853728689	3.04061536	4.487768117	0	0	2.211408807	2.51480308	0	1.73488255	2.64958746	0	0.783615742	2.614469003	2.709777654	4.163370935	0.471613838	0	5.951900139	0	0.854909055	0.186727382	0.789224024	0	1.348461671	5.132035708	2.759750175	0	0.621084092	1.779098817	0	3.066990648	0	2.291241467	2.436032649	0	0	5.111485112	3.554012893	0	0.888868578	1.115504843	8.23568786	6.993990916	4.984899741	2.813357265	1.608915226	0	2.381353267	0	2.170374247	3.431626801	0.383065891	5.776277916	0	4.816847177	3.828973437	11.19085792	0	6.569724587	10.55449833	0	7.786350412	0	0	0.621804138	0	0	2.293069142	0	8.934120283	0.260456282	2.625794008	7.55629384	3.924752233	0	4.170899881	0	0	0	0	5.217755792	10.26618347	3.837748184	0	0	0	0	0	1.301448823	5.408748551	2.02934183	4.450548084	5.203502568	0	0	0.711775984	0	2.689804668	1.487166565	6.005876135	9.330851722	2.305368918	1.437737023	0	0.891228609	4.917992245	0.776785043	1.885946769	0.391000064	2.677230805	1.086011557	0	2.647191979	0	3.588243289	0	0	0	2.004769196	5.469339023	0	0.966913179
VF1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0624	2.757817058	0	0	1.276269226	0.778643496	1.538680888	2.684455717	3.293341659	0.221252185	2.177274708	1.11016881	1.729172707	0.975370021	3.957864904	0	0.417977187	2.852330243	0	1.747232269	0	3.359067293	1.411554275	0	0.343072018	0.231063115	10.55296378	5.311956112	0.628670961	0.567956907	0.510458386	0.801755858	0.559406258	3.663019424	7.337200368	1.526271119	1.257756212	0	0.329777524	1.375548663	5.062998952	6.15076995	0	2.119614079	1.472715799	5.045754549	0	13.45567746	0.48437406	0.291548236	1.936998909	0	8.421724065	5.456256507	2.236318331	6.821100238	0.381082928	0	0.463770386	2.734582304	8.021158464	3.810091339	0	0	1.171101476	5.086508902	0	0.903128462	0.360885284	3.285956785	1.602235462	0.601523216	0.449885151	0	0	0	5.964036556	0.774703929	2.009393755	1.335745683	0.434074665	0	4.856790811	3.36694736	0.699663015	0	3.828238808	4.396152894	0.762088663	0.67760909	0	4.073622235	0	0.704603123	5.008983528	0.686311047	0	0.752906718	9.507227398	7.726643004	2.670688763	6.149473829	0	1.777053898	0.979255733	0	0	0	4.819030337	0	7.767764866	5.627184748	0	0	1.584777957	0	1.87206285	0	1.515846085	4.923287298	0.615466407	1.728441243	0	1.916220979	1.111336915	0	10.49936809	0	5.083819428	1.522691997	0	4.410812015	0.727901736	1.398507556	8.000441416	37.36181021	33.29336187	0.915736442	13.14149847	0.852079564	9.578401162	0.779786703	0	19.99597647	0	1.864549573	1.639721168	10.43387275	3.287683	1.817180207	0
VF0465	71.92639707	61.04906198	16.75090582	153.684806	28.54562534	15.21149968	99.25458387	127.135058	35.25722375	12.9861642	40.3733175	58.8711525	33.77269343	102.3645984	23.11928442	179.9396174	39.49341504	36.95352267	47.03357576	30.48757062	44.39706906	6.791548882	52.86725806	34.83473128	28.61112065	61.3211975	37.54536852	58.16171855	31.68478423	67.13311988	77.42581925	17.43431496	49.22879358	132.0528299	114.2314543	12.92726821	144.3941925	80.34303879	70.96247817	39.65142617	67.6535712	56.44463545	201.5588977	26.64979879	28.95153402	44.74007444	90.69451721	40.79949063	17.71206581	17.24547152	37.58481597	76.0140723	127.1213772	113.2143103	43.25620635	64.44840761	15.82828596	51.06618607	63.90747013	22.32591273	58.14349887	63.68208018	135.8655645	19.35230526	62.45904774	161.3424123	76.36290003	70.67776043	39.68147758	93.67781793	201.0893591	87.21583141	128.1961009	18.05086116	62.41780347	164.4325428	59.79162583	58.3557834	70.07845251	22.90617624	14.07314085	34.74817956	334.6892783	35.13905682	325.1534351	72.68035483	73.05485587	91.51036919	23.49527079	378.0253526	67.48003037	14.11833149	19.03037573	7.214087771	44.02659151	1.982411058	4.996169856	67.01758114	132.4571523	186.7889249	100.6096634	28.11186571	36.15882191	104.4609879	5.16199896	10.55508888	10.05989481	90.91936142	64.86049161	68.84106164	43.76935544	6.858462281	11.77473188	28.23699417	0.917549516	24.03265729	27.47324493	60.82248006	53.25909402	26.60889759	121.0061058	68.29434453	14.3105905	124.1948607	125.6597526	30.89625863	2.527794866	65.79577164	39.72376003	61.05794889	17.64703758	38.56608136	67.62621913	54.74287613	254.625954	89.73034689	28.05448447	32.14350824	30.61917097	81.17749093	45.05178063	36.60173179	58.52274279	30.27450534	6.330272505	123.6321071	93.07949506	27.06895579	20.21942475	61.28409112
VF0436	0	0	0	0.945476042	0	0	0	0	0	0	0	0	0	0	0	0.083595437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251843862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.851597429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.016362427	0.187572133	0	0	0	0	0	0	0	0	0	4.018742773	0	0	0	0	0	0	0	0	0	0	0	0	8.84738379	0	0	5.032074936	10.40095224	0	5.110771564	0	0	0	0	0.548450286	0	0	0	0	0	0.993482927	0	4.64818795	0	0	19.78847173	0	0	0	0	0	0	0	0	0	11.10895351	0	0	8.244237483	0	0	0	0	0	0	0	0	1.466989124	3.760339559	0	7.476418628	2.571906599	0	0	0	4.100063916	0	0	0	0	0	2.705351939	0	0	0	4.583575426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.327509407	4.212954113	0
VF1049	3.447271322	0.460103529	0	0	0	0	1.789637145	0.598789393	1.106260924	2.084740533	0	0.864586353	0	0	3.027757461	0.143777867	0	4.53225836	2.329643025	0	1.679533647	0	0.651031905	1.313965827	0	0.603026502	0.379425437	1.257341921	0	1.020916771	0	0	1.831509712	0.863200043	4.334595635	1.257756212	0	1.978665143	2.348749342	0.18751848	0	1.878810961	4.694925263	0	1.513726365	0	0	0.48437406	0.291548236	0	0	2.105431016	1.636876952	0	1.049400037	0	0	0	0.546916461	1.234024379	0.952522835	1.380206488	3.222492482	0	1.01730178	0.545165163	0.325092294	2.887082276	0	1.602235462	3.575052981	1.349655452	0.575403792	0.334431904	0	2.825069947	0.774703929	1.868698422	2.938640502	0.217037333	0	0	4.897377979	0.699663015	9.819968874	0	6.594229341	0.381044332	0	9.259067019	1.163892067	0	0	0	0	0	0	0.273779556	1.423328974	0.763053932	0.534736855	2.223684685	0.592351299	0.979255733	0	0.754810806	0	0	5.521086675	0.398346916	0	0	0	0	0	0	0	0.505282028	2.685429435	3.077332034	3.456882486	1.705238735	1.916220979	0.555668458	2.018136975	0	0	2.259475301	0	1.523200114	0	1.455803472	3.49626889	1.000055177	0	0	0	0	0	0	1.559573407	0	0.714142017	0	0	0.046849176	1.565080913	0	0	0.59327571
VF0995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389379321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.028546019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3001344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167190875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.721770569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.43830367	0	0	0	0	0	0.19078389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.446794931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739852486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1039	0.689454264	0	0.625907003	0	0	0	0.894818572	0.598789393	0.44250437	0	0	2.161465883	0	0.719611801	1.211102984	1.337526999	0	3.39919377	0	0	0	0	0	0.686144035	1.386378687	0	0	0	0	2.041833543	0	0	0.610503237	3.021200152	4.006461689	0.628878106	0	0	1.719435829	0	1.677482714	3.757621923	4.769131677	0	0	0.851206198	0	0	0.145774118	0	0	1.052715508	1.364064127	0	0	0.190541464	0	0	0.546916461	1.234024379	0.476261417	0.920137659	2.524145547	0	0	1.635495489	0.451564231	1.082655853	0	2.002794327	3.408631558	6.29839211	3.452422754	0	1.67636835	2.197276626	0.774703929	0.502348439	3.205789639	0.434074665	0.559744932	0.971358162	6.427808597	0	11.04746498	1.531295523	2.930768596	0.381044332	0	12.01065321	0	0	0	0	0	0	0	0	2.846657949	1.526107864	0.534736855	0	0	0.979255733	0	0.754810806	0	0.963806067	1.656326003	1.692974394	1.32404347	0	0	0	0	0	0.737374398	1.010564057	1.79028629	0.615466407	2.592661865	0	0.638740326	4.44534766	2.018136975	0	0	3.389212952	0	0	0	0	0	2.500137943	0.266870073	0	0	0	0	0	1.559573407	0	0	0	0	0.234245881	0.521693638	0	0	0
VF1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699663015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435088022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090330326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.396182352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743092925	0	0	0	0	0	0	0	1.355218181	0	0	0.851477422	0	0	0	0	0.999526077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.025557559	0	0	0	0	0	0	0	0
VF0934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559744932	0	0	0	0	0	3.836663863	0	0	0	0	4.376032571	0	0	0	0	2.152728433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF1138	0	0	0	0	0	0	0	0	0.669878156	0	0	0	2.953096584	0	0	0	0	0	0	0	0	0	0	0	0	0	1.339354306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.972501008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671201492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882537172	0	0	0	0	0	0	0	0	0	0	0	0	1.8415545	0	0	0
VF0330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.64986283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VF0742	0	0	0	0	0	0	0	0	0	1.532897451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.492301824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.670769095
VF0681	0	0	0	0	0	0	0	0	0	0	0.74011254	0	0	0	0	0	0	0	1.171745815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090330326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.252289382	0.491453337	0	2.098989045	0	0	2.983382591	0	5.445041079	0	0.593569456	1.311145225	0	2.547765853	2.78081965	8.943346242	3.035979651	0	0	0	0	1.125061076	0.599393785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
