SampleID	S1	S100	S1001	S1005	S1006	S1007	S101	S1013	S1014	S1015	S1016	S1022	S1026	S103	S1033	S1034	S1038	S1039	S104	S1040	S1042	S1043	S1048	S1049	S105	S1050	S1051	S1052	S1053	S1054	S1055	S1056	S1057	S1058	S106	S1060	S1062	S1064	S1067	S1068	S1069	S107	S1070	S1071	S1074	S1075	S1077	S1079	S108	S1082	S1083	S1084	S1085	S1087	S1088	S1089	S109	S1090	S1092	S1093	S1096	S1099	S110	S1100	S1101	S1102	S1103	S1105	S1106	S1107	S1108	S1109	S111	S1111	S1112	S1113	S1114	S1115	S1116	S1118	S1119	S112	S1120	S1122	S1123	S1124	S1127	S113	S1131	S1134	S1136	S1139	S114	S1140	S1141	S1143	S1145	S1146	S1147	S1149	S115	S1151	S1152	S1154	S1155	S1156	S1157	S1158	S1159	S116	S1161	S1162	S1163	S1164	S1165	S1166	S1168	S117	S1170	S1171	S1172	S1173	S1174	S1175	S1176	S1177	S1178	S118	S1180	S1181	S1183	S1185	S1186	S1188	S119	S1199	S12	S120	S1203	S1208	S1209	S121	S1210	S1214	S1215	S1216	S1217	S1218	S1219	S122	S1220	S1221	S1222	S1223	S1224	S1225	S1226	S1229	S123	S1232	S1233	S124	S1240	S1243	S1248	S1249	S125	S1250	S1251	S1252	S1253	S1254	S1255	S1256	S1259	S126	S1260	S1264	S1265	S1266	S1267	S1268	S127	S1270	S1272	S1273	S1274	S1275	S1276	S1278	S1279	S128	S1280	S1281	S1282	S1283	S1284	S1285	S1286	S1287	S129	S1290	S1291	S1292	S1293	S1294	S1295	S1298	S1300	S1304	S1308	S131	S1310	S1311	S1313	S1314	S1315	S1316	S1317	S1318	S1319	S132	S1320	S1322	S1323	S1325	S1326	S1327	S1328	S1329	S133	S1330	S1331	S1332	S1334	S1335	S1336	S134	S1340	S1344	S1345	S1346	S1347	S1348	S1349	S135	S1350	S1351	S1352	S1353	S1354	S1355	S1356	S1358	S1359	S136	S1360	S1361	S1363	S1364	S1366	S1367	S1368	S1369	S137	S1370	S1373	S1374	S1375	S1376	S1377	S1378	S1379	S138	S1380	S1381	S1383	S1384	S1385	S1386	S1387	S139	S1391	S1394	S1395	S1396	S1397	S1398	S1399	S14	S1400	S1402	S1403	S1404	S1405	S1406	S1407	S1408	S1409	S141	S1410	S1412	S1413	S1414	S1415	S1416	S1417	S1419	S142	S1420	S1421	S1422	S1423	S1424	S1425	S1426	S1427	S1428	S1429	S143	S1430	S1434	S1435	S1436	S1439	S144	S1440	S1441	S1443	S1445	S1446	S1448	S1449	S145	S1450	S1452	S1453	S1454	S1455	S1458	S1459	S146	S1462	S1466	S1469	S147	S1470	S1472	S1474	S1475	S1476	S1477	S148	S1484	S1487	S149	S1491	S1492	S1493	S1494	S1495	S1499	S15	S150	S1501	S1502	S1506	S1507	S1508	S1509	S151	S1510	S1511	S1512	S1515	S152	S1520	S1524	S1525	S1526	S1528	S1529	S153	S1530	S1531	S1533	S1534	S1536	S154	S1540	S1541	S1543	S1544	S1545	S1546	S1547	S1550	S1552	S1553	S1557	S156	S1560	S1562	S1563	S1566	S1567	S1568	S1569	S157	S1572	S1573	S1575	S1576	S1578	S158	S1580	S1581	S1582	S1583	S1585	S1586	S1587	S1588	S1589	S159	S1591	S1593	S1594	S1595	S1596	S1597	S16	S1605	S1608	S1609	S161	S1610	S1612	S1613	S1614	S1618	S1619	S1620	S1621	S1622	S1623	S1624	S1627	S163	S1630	S1632	S1633	S1637	S1641	S1644	S1645	S1646	S1647	S1649	S165	S1650	S166	S167	S169	S17	S170	S1700	S171	S173	S174	S176	S177	S178	S179	S18	S180	S181	S182	S183	S186	S187	S188	S19	S191	S192	S193	S194	S195	S196	S197	S198	S199	S2	S20	S200	S201	S202	S203	S204	S205	S206	S207	S209	S21	S210	S211	S214	S215	S216	S217	S218	S219	S22	S220	S221	S222	S224	S226	S227	S228	S23	S230	S231	S232	S234	S235	S236	S237	S238	S240	S242	S244	S245	S246	S247	S248	S249	S25	S250	S251	S254	S257	S259	S260	S261	S262	S264	S265	S266	S267	S269	S27	S270	S271	S273	S274	S275	S278	S279	S28	S280	S281	S283	S285	S287	S288	S289	S29	S290	S291	S292	S293	S295	S297	S298	S3	S300	S302	S304	S305	S306	S31	S312	S315	S316	S317	S318	S319	S32	S323	S326	S327	S328	S329	S330	S332	S333	S334	S335	S336	S338	S339	S34	S341	S342	S343	S344	S345	S347	S348	S349	S35	S352	S353	S354	S357	S36	S360	S363	S366	S367	S368	S369	S370	S371	S372	S373	S374	S375	S377	S379	S38	S380	S381	S383	S387	S388	S389	S39	S391	S392	S393	S394	S395	S396	S397	S398	S399	S40	S400	S401	S402	S403	S404	S405	S406	S407	S409	S41	S410	S411	S412	S413	S414	S416	S417	S418	S419	S420	S421	S422	S425	S427	S43	S430	S431	S432	S434	S435	S436	S438	S439	S44	S440	S443	S447	S45	S454	S455	S456	S458	S459	S46	S460	S461	S462	S463	S468	S47	S470	S473	S475	S476	S477	S478	S479	S482	S483	S484	S486	S487	S488	S489	S49	S490	S491	S493	S494	S495	S496	S497	S498	S5	S50	S500	S501	S503	S504	S505	S506	S507	S508	S509	S51	S510	S511	S513	S514	S515	S516	S517	S518	S519	S520	S521	S522	S523	S524	S526	S527	S53	S530	S531	S532	S533	S534	S535	S536	S537	S538	S539	S54	S540	S542	S543	S545	S546	S547	S549	S550	S551	S553	S554	S555	S557	S56	S560	S562	S563	S564	S565	S567	S568	S569	S57	S570	S571	S572	S573	S574	S576	S577	S578	S579	S58	S580	S581	S582	S583	S585	S586	S587	S588	S59	S591	S592	S593	S594	S595	S596	S597	S598	S599	S6	S60	S600	S601	S602	S604	S605	S606	S607	S608	S609	S61	S610	S611	S614	S616	S617	S618	S619	S62	S621	S622	S623	S624	S625	S626	S627	S629	S63	S630	S631	S632	S634	S635	S636	S637	S639	S64	S640	S641	S642	S643	S644	S647	S648	S649	S65	S650	S651	S655	S656	S657	S658	S659	S660	S661	S663	S664	S665	S666	S667	S668	S669	S67	S670	S672	S673	S674	S675	S676	S679	S68	S680	S681	S682	S685	S686	S688	S689	S69	S690	S692	S693	S695	S699	S7	S70	S703	S704	S706	S709	S71	S710	S711	S713	S715	S717	S718	S72	S720	S724	S725	S727	S73	S730	S731	S732	S735	S736	S737	S740	S742	S744	S746	S747	S748	S749	S75	S750	S751	S752	S753	S755	S757	S758	S759	S76	S760	S761	S763	S765	S766	S767	S768	S769	S77	S770	S771	S772	S774	S775	S777	S779	S78	S780	S781	S783	S786	S787	S789	S79	S790	S791	S792	S793	S794	S796	S797	S798	S799	S8	S80	S800	S801	S804	S805	S809	S81	S811	S812	S813	S814	S815	S817	S818	S819	S82	S820	S822	S824	S825	S826	S827	S828	S829	S83	S830	S831	S832	S834	S836	S837	S838	S84	S840	S841	S842	S843	S845	S846	S847	S848	S849	S85	S851	S854	S855	S856	S857	S859	S860	S861	S862	S863	S864	S865	S866	S868	S869	S87	S870	S871	S872	S873	S874	S875	S876	S877	S878	S88	S880	S881	S883	S884	S887	S889	S89	S890	S891	S892	S893	S895	S896	S897	S898	S899	S9	S90	S900	S901	S902	S904	S905	S906	S907	S908	S91	S910	S911	S912	S914	S917	S918	S919	S92	S922	S925	S928	S929	S93	S930	S932	S934	S935	S936	S938	S939	S94	S940	S941	S943	S944	S945	S946	S948	S95	S950	S951	S952	S954	S955	S957	S96	S960	S961	S964	S967	S968	S97	S973	S977	S978	S98	S981	S984	S985	S986	S987	S988	S99	S990	S991	S995	S997	S999
16S rRNA methylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485319912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.157163063	1.716367869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667988306	0	2.395727388	2.518423921	0	0.859948425	3.405766939	0	0.494022994	2.667076567	0	0	0	2.043230962	2.250776762	0	0	1.047648565	1.026604186	1.720552703	0.525167574	1.12407461	6.550993254	2.099668803	0.816794166	0	0	0	0	0	0	0	0	0	0	0	0.668904327	0	0	0	0	0	2.285366622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.073381064	0	5.529877045	0	0.43713579	0	0	0	0	2.76171818	0	1.153573667	0	0	0	0	0	0	0	0	0	0	0	2.769462559	0	0	0	0	2.331347526	1.290308547	0	0	0	0	0.85644937	2.853853072	2.404480509	0	0	1.117404194	0	3.963572638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.499363177	0	8.98006465	0	6.084943127	0	9.774144405	0	0	0	0	3.156434617	0	0	0	0	7.674239728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(2')-I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217366079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357200978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190870741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861409018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89253531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525139713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143873846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353474007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763345225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.545605981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652309154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294267615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.042520927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.281139913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.300601996	0	0	0	0.581412477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.534082088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673283469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338196963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.043761178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71103733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.637054479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.500806963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.497409737	0	0	0	0	0	0	0	0	0	0	0	0.177740149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371626087	0	0	0	0	0	0	0	0	1.02596482	0	0	0	0	0	2.312613966	3.00615459	0	0	0	0	0	0	0	0	0	0	4.96131262	0	0	0	0	0	0	0	0	0	0.725398374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.055491333	0	0	0	0	0.415632756	0	0	0	0.130139142	0	0	0	0	0	0	0.512202725	0	0	0	0	0	7.306552071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095375802	0	0	0	0	0	0	0	0	0	1.823783417	0	0	0	0	0	0	0	0.377608213	0	0.752850828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78462053	0	0	0	0	0	0	0	0.572091657	0	0	0	0	0	0	0	0	0	0.65127151	0	0	0	0	0	0	0	0	0.40298139	0	0	0	0	0	0	0	0	0	0.76872925	0	0	7.338827428	0	5.758969189	3.849413915	0	0	0	0	0	0	2.868632904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.698949128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912649732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.266929208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203686337	0	0	0	0	0	0.584431407	0	1.147752324	0	0	0	0	0	0	0	0	0	0	0	0	1.669473469	0.382544427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.23278572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.810422231	0	0	0	0	0.594540924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971406936	0	0	0	0	0	0.895412627	0	0	0	0	0.288681153	0	0	0	0	0	0	0	0	0	4.228933662	0	0	0	0	0	0	0	0	0	0	0	0	0.208341213	0	0	0	0	0	0	0.765084348	0	0	0	0	0	0	0	0.445786988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.384622963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.479251992	3.703036663	0	0	0	2.256058285	0	0	0	0	0.457380164	0	0	1.285510656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.033100352	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354564111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579657022	0.194448694	1.775719014	0	0	0	1.675946795	0	0	0	0	0	0	0	0	0	0	0	0	11.03565509	36.07873573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.152404244	0	0	0	0	0	0	0	0	0	0	0	14.8038684	0	0	0	0	0.207320582	0	0	0	0	0	0	0.291685207	0	0	0	0	0	0	0.320086226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.72131432	0	0	0	0	0	0	0	0	0	0	0	0.584228624	0	1.204303835	0	0	0	0	0	0	0	0	0	0	0	0.268433242	0	29.59716943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.934919231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85663279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994452374	0	0	0	0	0	0.369850669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279162234	0	0	1.80589724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.799803165	0	0	0	0	0	0	6.06701006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352897714	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21386975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212575321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.112238298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
