Sample1	Sample2	Group	Distance	Neighbor1	Neighbor2	Street1	Street2	District1	District2
S1043	S1124	Same_district	0.593340816017	Wengyuan11	Wengyuan22	Wengyuan1	Wengyuan2	Wengyuan	Wengyuan
S1043	S1089	Same_district	0.241800726758	Wengyuan11	Wengyuan22	Wengyuan1	Wengyuan2	Wengyuan	Wengyuan
S1043	S1039	Same_district	0.31924180266	Wengyuan11	Wengyuan32	Wengyuan1	Wengyuan3	Wengyuan	Wengyuan
S1043	S1106	Same_district	0.468636988328	Wengyuan11	Wengyuan32	Wengyuan1	Wengyuan3	Wengyuan	Wengyuan
S1043	S1015	Same_district	0.408405037592	Wengyuan11	Wengyuan31	Wengyuan1	Wengyuan3	Wengyuan	Wengyuan
S1043	S1088	Same_district	0.374859709625	Wengyuan11	Wengyuan32	Wengyuan1	Wengyuan3	Wengyuan	Wengyuan
S1043	S1013	Same_district	0.429355284427	Wengyuan11	Wengyuan32	Wengyuan1	Wengyuan3	Wengyuan	Wengyuan
S1043	S1083	Same_district	0.262626269369	Wengyuan11	Wengyuan22	Wengyuan1	Wengyuan2	Wengyuan	Wengyuan
S1043	S1107	Same_district	0.261878041738	Wengyuan11	Wengyuan22	Wengyuan1	Wengyuan2	Wengyuan	Wengyuan
S1043	S1001	Same_district	0.258136925226	Wengyuan11	Wengyuan32	Wengyuan1	Wengyuan3	Wengyuan	Wengyuan
S1043	S1115	Same_district	0.358149398321	Wengyuan11	Wengyuan22	Wengyuan1	Wengyuan2	Wengyuan	Wengyuan
S1043	S1005	Same_district	0.402419255598	Wengyuan11	Wengyuan31	Wengyuan1	Wengyuan3	Wengyuan	Wengyuan
S1414	S1384	Same_district	0.24217483241	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1395	Same_district	0.270981416187	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1181	Same_district	0.361765806234	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1381	Same_district	0.352288314943	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1221	Same_district	0.329592218022	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1250	Same_district	0.522758447716	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1233	Same_district	0.420501310318	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1209	Same_district	0.312133680408	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1330	Same_district	0.194413267222	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1336	Same_district	0.234318494211	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1183	Same_district	0.390073575135	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1294	Same_district	0.254645215491	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1332	Same_district	0.379847861721	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1217	Same_district	0.459159493515	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1335	Same_district	0.265245040674	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1225	Same_district	0.221848112447	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1356	Same_district	0.37660555887	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1214	Same_district	0.351789499945	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1180	Same_district	0.327846361041	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1360	Same_district	0.360144656519	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1402	Same_district	0.289437585198	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1222	Same_district	0.318244171727	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1240	Same_district	0.235316123294	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1383	Same_district	0.294924553878	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1344	Same_district	0.352038906268	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1210	Same_district	0.327222845709	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1185	Same_district	0.264247411207	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1416	Same_district	0.287068214208	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1295	Same_district	0.278338941608	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1304	Same_district	0.39805461901	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1331	Same_district	0.303653821393	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1414	S1425	Same_district	0.289686992552	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1414	S1399	Same_district	0.338695592637	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1414	S1380	Same_district	0.248035913504	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1248	S1217	Same_district	0.465394688138	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1292	Same_district	0.333707444333	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1294	Same_district	0.214116476607	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1332	Same_district	0.431849361989	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1320	Same_district	0.224342189	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1183	Same_district	0.272602569727	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1336	Same_district	0.265494448204	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1414	Same_district	0.2855717655	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1209	Same_district	0.273101384727	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1233	Same_district	0.364259886954	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1278	Same_district	0.328719294349	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1232	Same_district	0.217358773174	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1419	Same_district	0.369996258575	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1381	Same_district	0.408280336296	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1221	Same_district	0.227459785704	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1250	Same_district	0.482977929483	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1395	Same_district	0.252649956374	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1181	Same_district	0.426237684574	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1417	Same_district	0.28656939914	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1413	Same_district	0.291432848771	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1410	Same_district	0.328719291336	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1380	Same_district	0.293054000647	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1425	Same_district	0.315375982712	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1399	Same_district	0.277964833166	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1281	Same_district	0.430228210855	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1304	Same_district	0.372739744568	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1310	Same_district	0.337448560994	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1295	Same_district	0.343060233642	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1280	Same_district	0.26013218548	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1185	Same_district	0.265993267367	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1416	Same_district	0.342561417315	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1428	Same_district	0.251901734748	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1329	Same_district	0.178201771411	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1210	Same_district	0.287317621207	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1422	Same_district	0.337573267325	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1421	Same_district	0.300660931399	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1315	Same_district	0.336326223991	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1344	Same_district	0.243047763757	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1370	Same_district	0.170968951415	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1317	Same_district	0.210500065184	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1360	Same_district	0.467389950598	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1248	S1251	Same_district	0.309140794073	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1180	Same_district	0.282703581586	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1415	Same_district	0.258760445741	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1424	Same_district	0.332585112334	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1248	S1423	Same_district	0.236438459909	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1248	S1225	Same_district	0.336700338985	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1356	Same_district	0.517520892241	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1248	S1335	Same_district	0.217732884956	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1410	Same_district	0.347549569979	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1413	Same_district	0.352911836265	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1417	Same_district	0.31487716874	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1181	Same_district	0.260256890479	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1395	Same_district	0.291058738063	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1250	Same_district	0.506921067	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1221	Same_district	0.299289190153	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1381	Same_district	0.332585112001	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1419	Same_district	0.421748349024	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1278	Same_district	0.221848112502	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1232	Same_district	0.273226089817	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1233	Same_district	0.450056118375	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1209	Same_district	0.4001745882	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1414	Same_district	0.314004239087	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1336	Same_district	0.250779399997	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1183	Same_district	0.373986784252	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1320	Same_district	0.194288563806	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1294	Same_district	0.218107000391	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1332	Same_district	0.306896121119	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1292	Same_district	0.265868563202	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1217	Same_district	0.366629256167	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1335	Same_district	0.288065842492	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1225	Same_district	0.255518144095	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1356	Same_district	0.350542463974	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1423	Same_district	0.298416265456	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1424	Same_district	0.372615040941	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1180	Same_district	0.286070584284	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1415	Same_district	0.287442328425	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1360	Same_district	0.306397305774	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1251	Same_district	0.254021701984	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1317	Same_district	0.297543337756	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1344	Same_district	0.31487717037	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1370	Same_district	0.27310138509	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1315	Same_district	0.357650578569	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1421	Same_district	0.341314380976	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1422	Same_district	0.28656940314	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1210	Same_district	0.343060234613	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1428	Same_district	0.311884275376	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1329	Same_district	0.25352288512	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1416	Same_district	0.361641104915	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1185	Same_district	0.237810204143	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1280	Same_district	0.312258386063	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1295	Same_district	0.199401421802	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1304	Same_district	0.296046893464	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1310	Same_district	0.34393315964	Panyu31	Panyu22	Panyu3	Panyu2	Panyu	Panyu
S1378	S1399	Same_district	0.368749219525	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1378	S1425	Same_district	0.366753962216	Panyu31	Panyu11	Panyu3	Panyu1	Panyu	Panyu
S1378	S1281	Same_district	0.381843124545	Panyu31	Panyu21	Panyu3	Panyu2	Panyu	Panyu
S1378	S1380	Same_district	0.253024071373	Panyu31	Panyu12	Panyu3	Panyu1	Panyu	Panyu
S1566	S1449	Same_district	0.517520886206	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1533	Same_district	0.373363261313	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1469	Same_district	0.286569401643	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1534	Same_district	0.359147025282	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1453	Same_district	0.344182569656	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1446	Same_district	0.299164486803	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1454	Same_district	0.459159495082	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1499	Same_district	0.428607057143	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1455	Same_district	0.224092779716	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1494	Same_district	0.434842247848	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1531	Same_district	0.285821175143	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1520	Same_district	0.312757200405	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1492	Same_district	0.372864444822	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1583	Same_district	0.229455047615	Zhuhai22	Zhuhai32	Zhuhai2	Zhuhai3	Zhuhai	Zhuhai
S1566	S1430	Same_district	0.285072949072	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1445	Same_district	0.43010350014	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1495	Same_district	0.287442326138	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1515	Same_district	0.319241798702	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1493	Same_district	0.379847859	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1462	Same_district	0.276842498808	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1436	Same_district	0.344057862312	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1501	Same_district	0.367751590948	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1435	Same_district	0.281456541796	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1511	Same_district	0.357525877285	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1450	Same_district	0.312881905031	Zhuhai22	Zhuhai11	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1502	Same_district	0.368499810579	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1566	S1512	Same_district	0.310637237	Zhuhai22	Zhuhai12	Zhuhai2	Zhuhai1	Zhuhai	Zhuhai
S1424	S1344	Same_district	0.285447065357	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1240	Same_district	0.276967205	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1424	S1383	Same_district	0.187554563031	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1424	S1222	Same_district	0.213118846787	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1424	S1402	Same_district	0.280458912079	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1424	S1233	Same_district	0.315999505684	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1180	Same_district	0.185933411663	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1381	Same_district	0.269859083	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1214	Same_district	0.44157626	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1424	S1181	Same_district	0.424367128288	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1225	Same_district	0.266990898932	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1356	Same_district	0.372989154	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1335	Same_district	0.277091909446	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1384	Same_district	0.270981425094	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1424	S1380	Same_district	0.220850483221	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1217	Same_district	0.396308769113	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1399	Same_district	0.209253023977	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1331	Same_district	0.433470509433	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1424	S1336	Same_district	0.238932535903	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1416	Same_district	0.173961845239	Panyu21	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1424	S1330	Same_district	0.267863822732	Panyu21	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1185	Same_district	0.216984661566	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1416	Same_district	0.271230828551	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1295	Same_district	0.295298664819	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1210	Same_district	0.234193792595	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1331	Same_district	0.355780022644	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1425	Same_district	0.265494452938	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1399	Same_district	0.22010225751	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1380	Same_district	0.201271982799	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1304	Same_district	0.389075946444	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1356	Same_district	0.453547826093	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1225	Same_district	0.294051626236	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1214	Same_district	0.326225216348	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1335	Same_district	0.236064347056	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1402	Same_district	0.266990898566	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1222	Same_district	0.156129197532	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1383	Same_district	0.233694976448	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1240	Same_district	0.265743859469	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1344	Same_district	0.200399054999	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1180	Same_district	0.232697346987	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1360	Same_district	0.448185558483	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1330	Same_district	0.272103755184	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1336	Same_district	0.255268737351	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1183	Same_district	0.243421876891	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1217	Same_district	0.429479984138	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1332	Same_district	0.396308769018	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1294	Same_district	0.187055742813	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1395	Same_district	0.155505673689	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1181	Same_district	0.393689987516	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1221	Same_district	0.208255393959	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1381	Same_district	0.342561417315	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1250	Same_district	0.475495699262	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1423	S1384	Same_district	0.251153511621	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1423	S1233	Same_district	0.342561419972	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1423	S1209	Same_district	0.295797482761	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
S1360	S1424	Same_district	0.461154756347	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1214	Same_district	0.368998627578	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1360	S1413	Same_district	0.513655068189	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1417	Same_district	0.415139045924	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1384	Same_district	0.378974934484	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1360	S1370	Same_district	0.433470507416	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1240	Same_district	0.323232324692	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1360	S1383	Same_district	0.47599451262	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1360	S1222	Same_district	0.481730888814	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1360	S1402	Same_district	0.380720787477	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1360	S1251	Same_district	0.362638733187	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1232	Same_district	0.446065595939	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1280	Same_district	0.509165730963	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1330	Same_district	0.265120338572	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1360	S1428	Same_district	0.47674273557	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1329	Same_district	0.385210127537	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1421	Same_district	0.469011098124	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1422	Same_district	0.337947377648	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1281	Same_district	0.465893503869	Panyu11	Panyu21	Panyu1	Panyu2	Panyu	Panyu
S1360	S1331	Same_district	0.368375107947	Panyu11	Panyu32	Panyu1	Panyu3	Panyu	Panyu
S1415	S1330	Same_district	0.238807832142	Panyu22	Panyu32	Panyu2	Panyu3	Panyu	Panyu
S1415	S1336	Same_district	0.185559297443	Panyu22	Panyu12	Panyu2	Panyu1	Panyu	Panyu
S1415	S1183	Same_district	0.22035166478	Panyu22	Panyu11	Panyu2	Panyu1	Panyu	Panyu
