phenotype	taxon	Neis_high.Pvalue	Neis_low.Pvalue	Neis_high.Padj	Neis_low.Padj
Occupational_pollution	ARG.abund.st	0.0703099196977397	0.240311143283935	1	1
Occupational_pollution	ARG.alpha.st	0.948725226058967	0.934682587460733	1	1
Occupational_pollution	ARG.pco1	0.993897165861124	0.399435115998975	1	1
Occupational_pollution	ARG1	0.181344934722171	0.730435634817042	1	1
Occupational_pollution	ARG10	0.0609089064996743	0.461384559923822	1	1
Occupational_pollution	ARG100	0.49065134835952	0.983992017413425	1	1
Occupational_pollution	ARG101	0.176743551381587	0.916230430184186	1	1
Occupational_pollution	ARG102	0.922311720265995	0.496400524154733	1	1
Occupational_pollution	ARG103	0.0783180822444212	0.249596370336193	1	1
Occupational_pollution	ARG104	0.0699851070148065	0.609165059376539	1	1
Occupational_pollution	ARG105	0.111501868808407	0.102673506990865	1	1
Occupational_pollution	ARG106	0.20571980639125	0.387131272206074	1	1
Occupational_pollution	ARG107	0.335301214781959	NA	1	NA
Occupational_pollution	ARG108	0.783040277829064	0.340254547758018	1	1
Occupational_pollution	ARG109	0.630047235329324	0.652767567499768	1	1
Occupational_pollution	ARG11	0.780295788819131	0.269162228457229	1	1
Occupational_pollution	ARG110	0.1930015908191	0.8404130789295	1	1
Occupational_pollution	ARG111	0.305004114652344	0.487617098698789	1	1
Occupational_pollution	ARG112	0.95843614156379	0.878986113194596	1	1
Occupational_pollution	ARG113	0.390102865905009	0.197612026984318	1	1
Occupational_pollution	ARG114	0.707041303324936	0.973619042549425	1	1
Occupational_pollution	ARG115	0.0288776217688779	0.894262078337548	1	1
Occupational_pollution	ARG116	0.292478467387526	0.931815180483304	1	1
Occupational_pollution	ARG117	0.221779069813445	0.542392827589302	1	1
Occupational_pollution	ARG118	0.967265413911099	0.38858451179008	1	1
Occupational_pollution	ARG119	0.555203040278949	0.390545763139849	1	1
Occupational_pollution	ARG12	0.297349830076494	0.293141761370033	1	1
Occupational_pollution	ARG120	0.704933237167357	0.1674915924169	1	1
Occupational_pollution	ARG121	0.360938898800856	0.757135238219309	1	1
Occupational_pollution	ARG122	0.498057858180339	0.339679998138458	1	1
Occupational_pollution	ARG123	0.861860977933304	0.284704371155346	1	1
Occupational_pollution	ARG124	0.203975390576693	0.263559776816021	1	1
Occupational_pollution	ARG125	0.518379971655574	0.499115486269944	1	1
Occupational_pollution	ARG126	0.96796811257403	0.47825429640766	1	1
Occupational_pollution	ARG127	0.778667189478769	0.748052471129317	1	1
Occupational_pollution	ARG128	0.307913317273463	0.196817431966346	1	1
Occupational_pollution	ARG129	0.837142395864481	0.0443192923289047	1	1
Occupational_pollution	ARG13	0.519026433498161	0.0581375098186301	1	1
Occupational_pollution	ARG130	0.20315727289139	0.366894346314682	1	1
Occupational_pollution	ARG131	0.278172029181252	0.817576400311854	1	1
Occupational_pollution	ARG132	0.38614227712288	0.287309256562287	1	1
Occupational_pollution	ARG133	0.519207993861618	0.118968839814482	1	1
Occupational_pollution	ARG134	0.900444993255628	0.93676983721382	1	1
Occupational_pollution	ARG135	0.906147391297598	0.828203402352563	1	1
Occupational_pollution	ARG136	0.942137313524728	0.719295626722542	1	1
Occupational_pollution	ARG137	0.465051973386064	0.33263570902082	1	1
Occupational_pollution	ARG138	0.783040277829112	0.797162349293776	1	1
Occupational_pollution	ARG139	0.180704042583448	0.752490416787196	1	1
Occupational_pollution	ARG14	0.537737767847459	0.746188742819726	1	1
Occupational_pollution	ARG140	0.930376239107642	0.713142474641823	1	1
Occupational_pollution	ARG141	0.493063373408403	0.0931281329952533	1	1
Occupational_pollution	ARG142	0.355804558534157	0.332635709020849	1	1
Occupational_pollution	ARG143	0.175837932907013	0.173339635503162	1	1
Occupational_pollution	ARG144	0.832241215641825	0.33263570902092	1	1
Occupational_pollution	ARG145	0.433136216057976	0.332635709020907	1	1
Occupational_pollution	ARG146	0.249155663065875	0.395765493418669	1	1
Occupational_pollution	ARG147	0.580177100141881	0.233414656833793	1	1
Occupational_pollution	ARG148	0.802464081637595	0.775198276501608	1	1
Occupational_pollution	ARG149	0.961591110540074	0.342773993865807	1	1
Occupational_pollution	ARG15	0.246274784019222	0.307256535705244	1	1
Occupational_pollution	ARG150	0.751836418277592	0.510295960225344	1	1
Occupational_pollution	ARG151	0.546346342869843	0.381623105624134	1	1
Occupational_pollution	ARG152	0.42551699698822	0.136638694074837	1	1
Occupational_pollution	ARG153	0.858161818045481	0.681445021619048	1	1
Occupational_pollution	ARG154	0.982080597659621	0.988861172466819	1	1
Occupational_pollution	ARG155	0.963422810277032	0.524381449825775	1	1
Occupational_pollution	ARG156	0.80993606772154	0.504842780399466	1	1
Occupational_pollution	ARG157	0.534268768615812	0.833952861630783	1	1
Occupational_pollution	ARG158	0.54851416121352	0.951636127671736	1	1
Occupational_pollution	ARG159	0.144245975237651	0.110949870332667	1	1
Occupational_pollution	ARG16	0.622757661228956	0.777797618301817	1	1
Occupational_pollution	ARG160	0.752557264787464	0.785716024704509	1	1
Occupational_pollution	ARG161	0.389050390712254	0.817224650710379	1	1
Occupational_pollution	ARG162	0.774947851765965	0.596979641222506	1	1
Occupational_pollution	ARG163	0.187576807334953	0.752480211220378	1	1
Occupational_pollution	ARG164	0.899082401108765	0.299109346168514	1	1
Occupational_pollution	ARG165	0.575144038598167	0.184414822058195	1	1
Occupational_pollution	ARG166	0.238099088734816	0.0403225782597665	1	1
Occupational_pollution	ARG167	0.606501105034479	0.402656508862982	1	1
Occupational_pollution	ARG168	0.604344778559014	0.51379049499341	1	1
Occupational_pollution	ARG169	0.199624642281203	0.76812781519217	1	1
Occupational_pollution	ARG17	0.702239149636221	0.937526676906236	1	1
Occupational_pollution	ARG170	0.89521822608356	0.731475711519517	1	1
Occupational_pollution	ARG171	0.112214838351389	0.503792677020197	1	1
Occupational_pollution	ARG172	0.657799654721975	0.409566181501296	1	1
Occupational_pollution	ARG173	0.322454529828673	0.394763880100943	1	1
Occupational_pollution	ARG174	0.761587676087742	0.33263570902092	1	1
Occupational_pollution	ARG175	0.042292977577837	0.518331457018606	1	1
Occupational_pollution	ARG176	0.376921331358512	0.0343082496400144	1	1
Occupational_pollution	ARG177	0.0944272142511969	0.0848512680772548	1	1
Occupational_pollution	ARG178	0.279488966853048	0.200148393406744	1	1
Occupational_pollution	ARG179	0.0656067261690107	0.251373355396077	1	1
Occupational_pollution	ARG18	0.984905702554817	0.785366423265211	1	1
Occupational_pollution	ARG180	0.163935342032012	0.128201983713855	1	1
Occupational_pollution	ARG181	0.408469058564887	0.296255047483106	1	1
Occupational_pollution	ARG182	0.373193163371127	0.156332617913189	1	1
Occupational_pollution	ARG183	0.698114263105709	0.0401147314693352	1	1
Occupational_pollution	ARG184	0.46068664904522	0.490970176797004	1	1
Occupational_pollution	ARG185	0.0838656747873834	0.0683421612093513	1	1
Occupational_pollution	ARG186	0.468946368449332	0.576407190020271	1	1
Occupational_pollution	ARG187	0.541113623772128	0.0791721479642831	1	1
Occupational_pollution	ARG188	0.631152605099431	0.507078911653318	1	1
Occupational_pollution	ARG189	0.736137435529007	0.386647366010402	1	1
Occupational_pollution	ARG19	0.413808577435743	0.489008511720877	1	1
Occupational_pollution	ARG190	0.929033936976452	0.814154106141359	1	1
Occupational_pollution	ARG191	0.628884914216205	0.704656572133083	1	1
Occupational_pollution	ARG192	0.843553459893859	0.332635709020849	1	1
Occupational_pollution	ARG193	0.803895875164531	0.332635709020907	1	1
Occupational_pollution	ARG194	0.843553459893859	0.332635709020849	1	1
Occupational_pollution	ARG195	0.047715682038612	0.28210079842349	1	1
